100;3428284
102;10914
120;587619
130;605323
140;346275
150;556318
160;311435
170;525403
180;1141130
190;83490
200;519637
210;301477
220;349386
230;150979
240;836014
250;892066
260;492881
270;255604
280;217639
290;390889
300;408007
310;152210
320;600201
330;400642
340;89749
350;284607
360;26686
370;528408
380;1028026
390;440943
400;358142
410;287759
420;652823
430;329938
440;472477
500;981833
510;882128
520;1205549
530;1740082
540;654151
550;353168
560;689501
570;442842
580;676739
590;82660
600;93782
610;500122
620;329204
630;308662
640;459141
650;47834
660;390677
670;142184
680;332440
690;195289
700;1010141
710;418912
720;497744
730;415879
740;197981
750;568944
760;318438
770;338750
780;200641
790;511993
800;226625
810;807952
820;170015
830;106133
840;223349
850;85877
860;173337
870;176973
880;606286
890;222373
900;432318
910;238007
920;669336
930;806861
940;942421
950;214498
960;240799
970;396420
980;880400
990;233477
1120;100526
1150;268163
1180;37807
1190;104255
1200;727160
1230;244308
1260;373200
1280;229525
1300;1427683
1340;76577
1350;464005
1360;605032
1370;294474
1380;229050
1390;411818
1400;465806
1420;107571
1450;784730
1480;240528
1490;314949
1510;1446432
1520;283902
1530;789550
1600;698472
1610;350528
1620;612900
1630;111096
1640;209094
1650;94810
1660;117685
1670;256503
1680;104757
1690;125778
1700;321623
1710;208661
1720;162251
1730;298738
1740;403424
1750;46062
1760;260809
1770;18181
1800;403900
1820;53385
1830;164672
1840;123897
1860;160613
1900;495200
1940;98939
2100;595818
2110;60206
2120;49059
2130;369061
2140;181828
2150;822105
2160;113322
2170;248832
2180;208421
2200;922793
2210;390834
2230;1008029
2240;316029
2250;186358
2260;228734
2270;314121
2280;292260
2300;67451
2320;667862
2330;459997
2340;293100
2360;371262
2380;28297
2390;106589
2400;559302
2410;46602
2420;219021
2430;213802
2440;14898
2450;65318
2460;57001
2470;124719
2480;414048
2490;106195
2510;17902
2520;50440
2540;17368
2550;45893
2570;82465
2580;257178
2590;15979
2600;1072378
2610;425957
2620;285468
2630;490356
2650;812457
2660;211811
2680;99252
2700;590430
2710;209880
2720;126525
2730;118521
2740;476353
2750;494448
2760;547533
2770;855724
2780;513655
2810;18153
2820;333261
2860;57730
2880;255345
2920;402369
2940;391099
2970;237226
2980;21764
3100;566453
3150;225700
3220;29354
3250;142498
3300;203727
3400;195322
3430;33906
3600;220598
3620;139093
3710;22144
3790;68268
3810;15925
3850;101548
3870;24544
4130;377812
4170;105096
4200;759881
4220;230777
4230;228497
4240;76565
4250;740622
4260;227065
4300;536748
4310;209569
4320;244116
4330;79185
4340;114731
4350;56447
4360;203926
4380;20735
4400;607880
4410;703513
4420;168053
4430;460289
4440;309716
4460;42088
4480;181361
4500;184317
4530;65422
4600;451435
4620;70434
4630;47205
4660;119336
4680;40425
4740;49424
4770;11311
4840;18743
4920;121250
4940;14547
5100;130402
5200;290048
5250;11436
5400;251831
5430;108639
5440;31851
5450;134954
5460;160412
5470;145745
5510;27295
5620;166403
5720;19331
5800;648786
5810;166609
5820;141559
5830;445855
5840;63956
5850;79209
5860;29954
5880;150992
5900;142815
5950;56264
6100;661959
6150;289541
6200;155538
6400;203630
6450;73013
6500;466173
6650;91478
6750;46670
6830;185778
6850;119048
6880;19759
6950;31049
7110;72301
7150;54500
7170;99290
7190;56693
7220;66594
7230;53395
7280;64857
7310;18443
7350;8346
7370;9416
7390;7662
7500;68937
7510;27830
7530;29763
7560;52117
7565;20990
7600;48372
7680;28912
7700;69513
7720;25674
7740;67582
7750;26812
7780;16213
7800;30327
7810;22789
7820;16906
7830;26574
7850;6248
7870;15997
7880;45874
7890;6552
7900;208827
7910;31866
7920;25357
7930;20357
7940;21406
7945;19970
7955;66433
7960;25405
7970;17930
7980;11004
7990;6987
8100;528105
8150;122086
8200;123160
8350;187244
8450;17901
8480;15682
8500;336983
8680;129549
8700;278609
8800;43102
9120;61850
9220;154187
9430;244671
9520;14100
9630;51336
9810;83190
9930;7918
10120;94346
10140;32028
10160;52779
10210;147821
10230;49598
10250;10899
10270;24600
10300;301577
10320;37429
10330;45559
10360;79913
10380;20343
10410;81561
10420;12460
10440;44738
10470;21737
10480;4685
10520;53811
10570;24522
10600;301993
10620;84895
10640;53251
10650;110849
10660;77700
10680;10019
10710;36824
10820;50891
10900;174928
10940;80470
10960;67929
